uniq_obs_int_id	sample_sdi	n	n_mmdbs	n_nr_mmdbs	cdds	sfs_ids	cdds_B	sfs_ids_B	single	self_lca	lca_level	lca_tax	lca_name	lca_depth
401169	(617425, 5)	213	213	130	PTZ00158,rps8p,rpsH	260359	Ribosomal_S5_C	252121	0	0	no rank	131567	cellular organisms	2
401113	(717600, 1)	44	44	42	PRK05309,Ribosomal_S11	271470	S21p,rpsU	260480	0	0	no rank	131567	cellular organisms	2
525073	(473565, 1)	1	1	1	rpsU	260480	PRK05309	271470	1	1	species	562	Escherichia coli	9
641688	(178083, 1)	195	195	114	Ribosomal_S6,rpsF	260412	Ribosomal_S18,rpsR	260389	0	0	superkingdom	2	Bacteria	3
641681	(713740, 1)	171	171	100	rpsN	260378	rpsJ	260346	0	0	superkingdom	2	Bacteria	3
401172	(622494, 12)	208	208	124	30S_S3_KH,40S_S3_KH,archeal_30S_S3_KH	271419	PTZ00218,Ribosomal_S14,rps14P,rpsN	260378	0	0	no rank	131567	cellular organisms	2
641683	(536438, 2)	169	169	97	rpsN	260378	30S_S3_KH	271419	0	0	superkingdom	2	Bacteria	3
761	(628754, 2)	6	1	1	Cu_amine_oxidN3	202361			0	1	species	870730	Ogataea angusta	14
405019	(364723, 8)	14	1	1	Reovirus_M2	253498			0	1	no rank	128987	Grass carp reovirus	8
479492	(56607, 6)	30	15	4	MCR_alpha_N	251509	MCR_gamma	260297	0	0	superkingdom	2157	Archaea	3
87517	(92097, 2)	2	1	1	Endonuc-PvuII	255238			0	1	species	585	Proteus vulgaris	9
613301	(22992, 1)	4	3	2	RNase_A_canonical	260206			0	0	no rank	1437010	Boreoeutheria	22
365636	(266009, 1)	6	4	3	RNase_A_canonical	260206			0	0	no rank	1437010	Boreoeutheria	22
286520	(355805, 17)	22	7	3	EFh	271644	Troponin	250277	0	0	no rank	32524	Amniota	18
821	(210180, 1)	1	1	1	Troponin	250277	EFh	271644	1	1	species	9986	Oryctolagus cuniculus	28
638683	(219331, 2)	310	155	54	Pyr_redox_dim	251571			0	0	no rank	131567	cellular organisms	2
624665	(174817, 2)	282	95	7	PPTA	250468	FTase,GGTase-I,GGTase-II	271642	0	0	no rank	33154	Opisthokonta	4
831	(24002, 3)	4	1	1	Peptidase_C15	271444			0	1	species	2265	Thermococcus litoralis	9
584236	(167916, 2)	60	15	5	Peptidase_C15	271444			0	0	no rank	131567	cellular organisms	2
584234	(244574, 1)	64	18	8	Peptidase_C15	271444			0	0	no rank	131567	cellular organisms	2
622648	(485202, 2)	12	4	4	BsCsoR-like_DUF156,CsoR-like_DUF156,TthCsoR-like_DUF156	260655			0	0	superkingdom	2	Bacteria	3
525146	(12215, 4)	12	6	2	Diphtheria_R	65145	ADP_ribosyl	260325	0	0	no rank	1	root	2
525150	(481229, 1)	12	6	2	ADP_ribosyl	260325	Diphtheria_R	65145	0	0	no rank	1	root	2
525156	(21576, 1)	12	6	2	Diphtheria_T	66449	Diphtheria_R	65145	0	0	no rank	1	root	2
525152	(481231, 2)	12	6	2	Diphtheria_R	65145	Diphtheria_T	66449	0	0	no rank	1	root	2
525154	(21577, 1)	12	6	2	Diphtheria_R	65145			0	0	no rank	1	root	2
653039	(642156, 2)	140	58	9	Neur	200969			0	0	family	11308	Orthomyxoviridae	5
624666	(189771, 4)	125	78	7	FTase,GGTase-I,GGTase-II	271642	PPTA	250468	0	0	no rank	33154	Opisthokonta	4
526491	(526112, 1)	8	3	1	COLFI	261286			0	1	species	9606	Homo sapiens	32
525232	(526113, 2)	6	2	1	COLFI	261286			0	1	species	9606	Homo sapiens	32
642321	(444812, 1)	35	29	2	TmoB	253632	AAMH_A,Ferritin_like	271450	0	0	genus	286	Pseudomonas	8
622699	(496685, 1)	494	149	79	4HBT,BFIT_BACH,COG5496,FabA,FabZ,MaoC_like,NodN,PaaI_thioesterase,R_hydratase,YdeM,hot_dog	271497			0	0	no rank	131567	cellular organisms	2
630742	(453020, 4)	160	80	18	14-3-3,14-3-3_beta_zeta,14-3-3_epsilon,14-3-3_gamma,14-3-3_plant,14-3-3_sigma,14-3-3_theta	261174			0	0	superkingdom	2759	Eukaryota	3
525180	(470224, 1)	2	1	1	snake_toxin	264434			0	1	species	8649	Naja kaouthia	32
654481	(688077, 2)	330	156	46	ACCD,CBS_like,CysK,L-Ser-dehyd,PRK14045,Thr-dehyd,Thr-synth_1,Trp-synth_B	271473			0	0	no rank	131567	cellular organisms	2
449050	(210221, 1)	6	3	3	PTS_IIA_fru	260228			0	0	superkingdom	2	Bacteria	3
400784	(581339, 1)	89	89	16	rhv_like	265416	Pico_P1A	251169	0	0	genus	12059	Enterovirus	7
543039	(661188, 1)	14	14	1	Pico_P1A	251169	rhv_like	265416	0	1	no rank	39054	Enterovirus A71	9
644339	(211088, 6)	218	109	22	rhv_like	265416			0	0	genus	12059	Enterovirus	7
644343	(688448, 5)	458	131	30	rhv_like	265416			0	0	family	12058	Picornaviridae	6
644337	(220838, 8)	132	119	24	rhv_like	265416			0	0	family	12058	Picornaviridae	6
653232	(526072, 9)	158	127	31	rhv_like	265416			0	0	no rank	35278	ssRNA positive-strand viruses, no DNA stage	4
644341	(224134, 10)	132	132	29	rhv_like	265416			0	0	family	12058	Picornaviridae	6
656286	(104296, 14)	229	84	33	PLA2c	262530	PLA2_like		0	0	no rank	32524	Amniota	18
653234	(475896, 9)	250	131	33	rhv_like	265416			0	0	no rank	35278	ssRNA positive-strand viruses, no DNA stage	4
653217	(211089, 8)	242	108	27	rhv_like	265416			0	0	family	12058	Picornaviridae	6
653213	(563582, 9)	270	131	30	rhv_like	265416			0	0	family	12058	Picornaviridae	6
653220	(299204, 10)	246	129	35	rhv_like	265416			0	0	no rank	35278	ssRNA positive-strand viruses, no DNA stage	4
653215	(661181, 6)	145	130	29	rhv_like	265416			0	0	family	12058	Picornaviridae	6
653219	(531511, 5)	232	125	29	rhv_like	265416			0	0	family	12058	Picornaviridae	6
653214	(660511, 6)	285	135	36	rhv_like	265416			0	0	no rank	35278	ssRNA positive-strand viruses, no DNA stage	4
668879	(22473, 4)	72	12	3	BCAT_beta_family	260277			0	0	superkingdom	2	Bacteria	3
668883	(688429, 1)	57	15	5	BCAT_beta_family,PLPDE_IV	260277			0	0	no rank	131567	cellular organisms	2
668897	(269160, 1)	53	14	4	BCAT_beta_family,PLPDE_IV	260277			0	0	no rank	131567	cellular organisms	2
642981	(690990, 11)	111	100	26	MHC_II_alpha	243283	Ig,IgC_MHC_II_beta	271729	0	0	superorder	314146	Euarchontoglires	23
642982	(425040, 7)	111	100	26	Ig,IgC_MHC_II_beta	271729	MHC_II_alpha	243283	0	0	superorder	314146	Euarchontoglires	23
525261	(470232, 1)	2	1	1	YebF	258235			0	1	no rank	83333	Escherichia coli K-12	10
598952	(20256, 1)	79	40	13	IPT_COE,IPT_NFAT,IPT_NFkappaB	265755			0	0	no rank	32524	Amniota	18
525266	(388748, 1)	68	20	9	DHNA_DHNTPE	271449			0	0	no rank	131567	cellular organisms	2
525265	(136493, 1)	72	22	10	DHNA_DHNTPE,FolB	271449			0	0	no rank	131567	cellular organisms	2
525264	(37878, 2)	72	22	10	DHNA_DHNTPE,FolB	271449			0	0	no rank	131567	cellular organisms	2
654755	(565089, 2)	153	55	24	IMPDH,TIM_phosphate_binding	271877			0	0	no rank	131567	cellular organisms	2
654756	(689594, 1)	310	106	35	FCB2_FMN,IDI-2_FMN,IMPDH,LOX_like_FMN,TIM_phosphate_binding,alpha_hydroxyacid_oxid_FMN	271877			0	0	no rank	131567	cellular organisms	2
115229	(102247, 11)	3	1	1	Alpha_E1_glycop	201874			0	1	species	11033	Semliki forest virus	8
652132	(343518, 1)	536	89	41	PRX5_like,PRX_1cys,PRX_AhpE_like,PRX_Atyp2cys,PRX_Typ2cys,Thioredoxin_like,TlpA_like_family	271479			0	0	no rank	131567	cellular organisms	2
540124	(472042, 8)	11	11	2	PKc_like,STKc_Aurora-B_like	271873	INCENP_ARK-bind	252263	0	0	no rank	32523	Tetrapoda	17
525282	(483419, 1)	1	1	1	INCENP_ARK-bind	252263	PKc_like	271873	1	1	species	9606	Homo sapiens	32
607013	(10053, 4)	212	64	14	Pyruvate_Kinase	271901			0	0	no rank	131567	cellular organisms	2
607015	(570051, 2)	246	64	13	Pyruvate_Kinase	271901			0	0	no rank	131567	cellular organisms	2
611838	(580583, 3)	2	1	1	MCD	253136			0	1	no rank	266264	Cupriavidus metallidurans CH34	10
1010	(253943, 4)	1	1	1	Lipocalin	271948			1	1	species	9823	Sus scrofa	28
180731	(433568, 1)	9	3	2	Lipocalin	271948			0	0	no rank	1437010	Boreoeutheria	22
544623	(598186, 5)	2359	76	50	Gag_p24	249993			0	0	genus	11646	Lentivirus	6
611873	(580589, 1)	12	4	3	MCD	253136			0	0	no rank	131567	cellular organisms	2
359191	(11831, 5)	6	3	2	Crystall_3,XTALbg	271588			0	0	no rank	131567	cellular organisms	2
642092	(249138, 3)	160	59	18	GlnK,P-II,PRK10665,PRK10858	271482			0	0	no rank	131567	cellular organisms	2
642090	(31127, 4)	160	59	18	GlnK,P-II,PRK10665,PRK10858	271482			0	0	no rank	131567	cellular organisms	2
660505	(480451, 2)	753	149	19	Neur_chan_LBD	251626			0	0	no rank	131567	cellular organisms	2
611875	(580579, 2)	10	3	3	MCD	253136			0	0	no rank	131567	cellular organisms	2
298293	(678230, 3)	29	9	6	rhv_like	265416			0	0	family	12058	Picornaviridae	6
525348	(91888, 17)	6	4	2	STKc_GSK3	271873	GSK-3_bind	253164	0	1	species	9606	Homo sapiens	32
525349	(476043, 1)	1	1	1	GSK-3_bind	253164	STKc_GSK3	271873	1	1	species	9606	Homo sapiens	32
631439	(43095, 4)	184	61	19	Azurin,Azurin_like,Cu-oxidase_2,CuRO_1_CuNIR,CuRO_1_CuNIR_like,CuRO_2_FVIII_like,CuRO_2_FV_like,Cupredoxin,Cupredoxin_like_3,Mavicyanin,Nitrosocyanin,Plastocyanin,Pseudoazurin,Stellacyanin	271839	CuRO_1_CuNIR,CuRO_1_CuNIR_like,CuRO_2_CuNIR,CuRO_4_FVIII_like,Cupredoxin,Pseudoazurin		0	0	no rank	131567	cellular organisms	2
401243	(41261, 1)	370	100	20	catalase,catalase_clade_1,catalase_clade_2,catalase_clade_3,catalase_fungal,catalase_like	263790			0	0	no rank	131567	cellular organisms	2
401233	(578088, 3)	366	100	20	catalase,catalase_clade_1,catalase_clade_2,catalase_clade_3,catalase_fungal,catalase_like	263790			0	0	no rank	131567	cellular organisms	2
656314	(349025, 2)	1732	519	213	3alpha_HSD_SDR_c,3beta-17beta-HSD_like_SDR_c,7_alpha_HSDH_SDR_c,A3DFK9-like_SDR_c,BKR_3_SDR_c,BKR_SDR_c,BKR_like_SDR_like,BphB-like_SDR_c,CAD_SDR_c,CR_SDR_c,ChcA_like_SDR_c,DH-DHB-DH_SDR_c,DHRS6_like_SDR_c,ENR_SDR,Ga5DH-like_SDR_c,GlcDH_SDR_c,HBDH_SDR_c,HSD10-like_SDR_c,HetN_like_SDR_c,KDSR-like_SDR_c,MDH-like_SDR_c,Mgc4172-like_SDR_c,PKR_SDR_c,PR_SDR_c,RDH_SDR_c,SDR,SDR_c,SDR_c1,SDR_c10,SDR_c11,SDR_c12,SDR_c5,SPR-like_SDR_c,TER_DECR_SDR_a,THN_reductase-like_SDR_c,TR_SDR_c,XR_like_SDR_c,cyclohexanol_reductase_SDR_c,haloalcohol_DH_SDR_c-like,meso-BDH-like_SDR_c,secoisolariciresinol-DH_like_SDR_c	271874	BKR_SDR_c,SDR		0	0	no rank	131567	cellular organisms	2
542756	(163731, 8)	44	22	3	HSP90	249661			0	0	no rank	33154	Opisthokonta	4
531459	(394375, 3)	32	16	9	NAD_bind_m-THF_DH_Cyclohyd	271874			0	0	no rank	131567	cellular organisms	2
532931	(210861, 1)	42	40	18	SERPIN,alpha-1-antitrypsin_like,antithrombin-III_like	260211	SERPIN		0	0	no rank	1	root	2
525409	(565029, 1)	1	1	1	SERPIN	260211			1	1	species	9606	Homo sapiens	32
649424	(565031, 1)	8	4	3	EAL	260330			0	0	superkingdom	2	Bacteria	3
660947	(662879, 11)	386	103	32	ALDH-SF,ALDH_ABALDH-YdcW,ALDH_BADH-GbsA,ALDH_F11_NP-GAPDH,ALDH_F1AB_F2_RALDH1,ALDH_F1L_FTFDH,ALDH_F21_LactADH-like,ALDH_F5_SSADH_GabD,ALDH_F6_MMSDH,ALDH_F7_AASADH,ALDH_F8_HMSADH,ALDH_F9_TMBADH,ALDH_GABALDH-PuuC,ALDH_HBenzADH,ALDH_HMSADH_HapE,ALDH_LactADH-AldA	264488			0	0	no rank	131567	cellular organisms	2
660954	(261445, 4)	416	113	34	ALDH-SF,ALDH_ABALDH-YdcW,ALDH_BADH-GbsA,ALDH_F11_NP-GAPDH,ALDH_F1AB_F2_RALDH1,ALDH_F1L_FTFDH,ALDH_F21_LactADH-like,ALDH_F5_SSADH_GabD,ALDH_F6_MMSDH,ALDH_F7_AASADH,ALDH_F8_HMSADH,ALDH_F9_TMBADH,ALDH_GABALDH-PuuC,ALDH_HBenzADH,ALDH_HMSADH_HapE,ALDH_LactADH-AldA,ALDH_PutA-P5CDH-RocA,D1pyr5carbox1	264488			0	0	no rank	131567	cellular organisms	2
660951	(230614, 3)	604	211	70	ALDH-SF,ALDH_ABALDH-YdcW,ALDH_AldA-Rv0768,ALDH_BADH-GbsA,ALDH_CddD_SSP0762,ALDH_DDALDH,ALDH_F10_BADH,ALDH_F11_NP-GAPDH,ALDH_F1AB_F2_RALDH1,ALDH_F1L_FTFDH,ALDH_F21_LactADH-like,ALDH_F3-13-14_CALDH-like,ALDH_F3AB,ALDH_F4-17_P5CDH,ALDH_F5_SSADH_GabD,ALDH_F6_MMSDH,ALDH_F7_AASADH,ALDH_F8_HMSADH,ALDH_F9_TMBADH,ALDH_GABALDH-PuuC,ALDH_HBenzADH,ALDH_HMSADH_HapE,ALDH_KGSADH,ALDH_LactADH-AldA,ALDH_MaoC-N,ALDH_PhpJ,ALDH_PutA-P5CDH,ALDH_PutA-P5CDH-RocA,ALDH_SGSD_AstD,ALDH_SSADH1_GabD1,ALDH_SaliADH,D1pyr5carbox1	264488			0	0	no rank	131567	cellular organisms	2
1179	(210311, 1)	1	1	1	Thrombin_light	117938	Tryp_SPc	272004	1	1	species	9606	Homo sapiens	32
653615	(297670, 4)	60	29	13	NAT_SF	271799			0	0	no rank	131567	cellular organisms	2
234065	(119262, 1)	20	8	4	PRTases_typeI	260342			0	0	superkingdom	2	Bacteria	3
175580	(136843, 7)	4	2	2	LRR_RI	271580			0	1	species	9606	Homo sapiens	32
644604	(527495, 3)	10	7	6	LRR_RI	271580	RNase_A_canonical	260206	0	0	no rank	32524	Amniota	18
644609	(266003, 8)	11	7	6	RNase_A_canonical	260206	LRR_RI	271580	0	0	no rank	32524	Amniota	18
585577	(284382, 1)	54	8	3	MS_channel	250229			0	0	superkingdom	2	Bacteria	3
585597	(284382, 2)	54	8	3	MS_channel	250229			0	0	superkingdom	2	Bacteria	3
610175	(234528, 1)	53	52	2	Tryptophan_synthase_alpha	271877	Trp-synth_B	271473	0	0	no rank	131567	cellular organisms	2
610176	(200801, 2)	53	52	2	Trp-synth_B	271473	Tryptophan_synthase_alpha	271877	0	0	no rank	131567	cellular organisms	2
665852	(141308, 5)	509	237	38	NR_LBD,NR_LBD_ER,NR_LBD_ERR,NR_LBD_EcR,NR_LBD_HNF4_like,NR_LBD_LXR,NR_LBD_MR,NR_LBD_PPAR,NR_LBD_PXR_like,NR_LBD_RAR,NR_LBD_RXR_like,NR_LBD_TR2_like	264350	NR_LBD,NR_LBD_EcR,NR_LBD_LXR,NR_LBD_PPAR,NR_LBD_PXR_like,NR_LBD_RAR,NR_LBD_RXR_like		0	0	no rank	33213	Bilateria	7
597499	(139102, 1)	96	46	20	BsCS-I_like,DsCS_like,Ec2MCS_like,EcCS_like,PRK12351,ScCit1-2_like,citrate_synt_like_1	260413			0	0	no rank	131567	cellular organisms	2
660204	(358017, 3)	158	42	11	FBP_aldolase_I_a	271877			0	0	no rank	131567	cellular organisms	2
660210	(253537, 2)	172	49	13	FBP_aldolase_I_a,TIM_phosphate_binding	271877			0	0	no rank	131567	cellular organisms	2
1265	(210335, 1)	1	1	1	Thrombin_light	117938	Tryp_SPc	272004	1	1	species	9606	Homo sapiens	32
667045	(695926, 3)	12	6	1	Fungal_lectin	254528			0	1	species	746128	Aspergillus fumigatus	16
543014	(443194, 1)	54	44	4	Urease_beta	260483	Urease_alpha	271457	0	0	superkingdom	2	Bacteria	3
543015	(37143, 4)	54	44	4	Urease_alpha	271457	Urease_beta	260483	0	0	superkingdom	2	Bacteria	3
543020	(563607, 4)	100	45	6	Urease_gamma	260482	Urease_alpha	271457	0	0	no rank	131567	cellular organisms	2
543021	(52256, 1)	100	45	6	Urease_alpha	271457	Urease_gamma	260482	0	0	no rank	131567	cellular organisms	2
545875	(402951, 3)	1002	133	21	Cu-oxidase_2,CuRO_1_2DMCO_NIR_like,CuRO_1_2DMCO_NIR_like_2,CuRO_1_CuNIR,CuRO_1_CuNIR_like,CuRO_1_FVIII_like,CuRO_1_FV_like,CuRO_2_CuNIR,CuRO_4_FVIII_like,CuRO_D1_2dMcoN_like,CuRO_D2_2dMcoN_like,Cupredoxin	271839	Cu-oxidase_2,CuRO_1_2DMCO_NIR_like,CuRO_1_2DMCO_NIR_like_2,CuRO_1_CuNIR,CuRO_1_CuNIR_like,CuRO_1_FVIII_like,CuRO_1_FV_like,CuRO_2_CuNIR,CuRO_2_FVIII_like,CuRO_2_FV_like,CuRO_4_FVIII_like,CuRO_D1_2dMcoN_like,CuRO_D2_2dMcoN_like,Cupredoxin		0	0	no rank	131567	cellular organisms	2
543024	(159912, 3)	54	44	4	Urease_gamma	260482	Urease_alpha	271457	0	0	superkingdom	2	Bacteria	3
543025	(572012, 2)	54	44	4	Urease_alpha	271457	Urease_gamma	260482	0	0	superkingdom	2	Bacteria	3
654774	(357535, 5)	116	30	11	Peptidase_M17	272140			0	0	no rank	131567	cellular organisms	2
642985	(450211, 6)	143	125	39	MHC_II_alpha	243283	MHC_II_beta	261560	0	0	superorder	314146	Euarchontoglires	23
642986	(639826, 4)	137	121	37	MHC_II_beta	261560	MHC_II_alpha	243283	0	0	superorder	314146	Euarchontoglires	23
644729	(45142, 3)	140	68	26	AspRS_core,AsxRS_core,LysRS_core,PylS_Cterm,class_II_aaRS-like_core	271452			0	0	no rank	131567	cellular organisms	2
644735	(382770, 3)	80	38	20	AspRS_core,AsxRS_core,LysRS_core	271452	AsnRS_cyto_like_N,AspRS_cyto_N,EcAspRS_like_N,LysRS_N,ND_PkAspRS_like_N,PhAsnRS_like_N,RPA_2b-aaRSs_OBF_like	271679	0	0	no rank	131567	cellular organisms	2
637084	(642208, 1)	400	132	44	DHDPS,DHDPS-like,KDG_aldolase,NAL,PRK04147,TIM_phosphate_binding	271877			0	0	no rank	131567	cellular organisms	2
630104	(386156, 2)	364	96	30	DHDPS,DHDPS-like,KDG_aldolase,NAL,PRK04147,TIM_phosphate_binding	271877			0	0	no rank	131567	cellular organisms	2
639734	(447895, 4)	318	157	7	rve	271969			0	0	family	11632	Retroviridae	4
1419	(237532, 5)	8	4	1	rve	271969			0	0	genus	153057	Alpharetrovirus	6
525705	(107575, 5)	4	2	2	RNase_A_canonical	260206			0	1	species	9606	Homo sapiens	32
653149	(688777, 4)	532	178	63	HicDH_like,LDH-like_MDH,LDH-like_MDH_nadp,LDH_1,LDH_2,MDH_choloroplast_like,MDH_cytoplasmic_cytosolic,MDH_glyoxysomal_mitochondrial,SDR	271874			0	0	no rank	131567	cellular organisms	2
653147	(179422, 2)	458	137	44	HicDH_like,LDH-like_MDH,LDH-like_MDH_nadp,LDH_1,LDH_2,SDR	271874			0	0	no rank	131567	cellular organisms	2
1671	(22412, 2)	8	3	1	Ig	271729			0	1	species	10116	Rattus norvegicus	31
661334	(699587, 2)	29	5	3	Cas7_I-E	263809			0	1	no rank	83333	Escherichia coli K-12	10
602142	(305731, 2)	67	22	12	BTB,BTB_2	271586			0	0	no rank	33213	Bilateria	7
654491	(244776, 3)	718	192	45	PLN02584,PNP_UDP_1,PRK05584,PRK06026,PRK11178,PRK13374,Pfs,Udp,deoD,euk_UDPppase	271463			0	0	no rank	131567	cellular organisms	2
654497	(475486, 1)	640	136	24	PNP_UDP_1,PRK11178,PRK13374,Udp,deoD	271463			0	0	no rank	131567	cellular organisms	2
305558	(438477, 3)	32	2	2	Nepo_coat_N	202725	Nepo_coat	251920	0	0	no rank	167158	Subgroup A	9
1498	(24010, 3)	2	1	1	Nepo_coat	251920	Nepo_coat_N	202725	0	1	species	12282	Tobacco ringspot virus	10
1496	(24010, 1)	2	1	1	Nepo_coat	251920	Nepo_coat_C	146364	0	1	species	12282	Tobacco ringspot virus	10
1497	(24009, 3)	2	1	1	Nepo_coat_C	146364	Nepo_coat	251920	0	1	species	12282	Tobacco ringspot virus	10
1505	(24009, 2)	2	1	1	Nepo_coat_C	146364			0	1	species	12282	Tobacco ringspot virus	10
1504	(24009, 1)	2	1	1	Nepo_coat_C	146364			0	1	species	12282	Tobacco ringspot virus	10
513834	(101863, 6)	2540	82	18	GroEL,TCP1_alpha,TCP1_beta,TCP1_delta,TCP1_epsilon,TCP1_eta,TCP1_gamma,TCP1_theta,TCP1_zeta,chaperonin_like,cpn60	261443	TCP1_alpha,TCP1_beta,TCP1_delta,TCP1_epsilon,TCP1_eta,TCP1_gamma,TCP1_theta,TCP1_zeta		0	0	no rank	131567	cellular organisms	2
662786	(554725, 5)	27	27	27	PLN00210,PTZ00086	260362	WD40	271593	0	0	superkingdom	2759	Eukaryota	3
567035	(565031, 3)	2	2	1	EAL	260330	PilZ	260861	0	0	genus	338	Xanthomonas	8
1544	(464520, 3)	2	1	1	PTS_IIA_fru	260228			0	1	species	562	Escherichia coli	9
1545	(464520, 2)	2	1	1	PTS_IIA_fru	260228			0	1	species	562	Escherichia coli	9
576296	(580656, 4)	5	3	2	PTS_IIA_fru	260228			0	0	phylum	1224	Proteobacteria	4
1543	(580655, 5)	1	1	1	PTS_IIA_fru	260228			1	1	species	562	Escherichia coli	9
605470	(39158, 3)	26	11	3	Peptidase_C1B	271462			0	0	no rank	131567	cellular organisms	2
206739	(228163, 2)	24	10	2	Peptidase_C1B	271462			0	0	no rank	33154	Opisthokonta	4
206741	(39166, 1)	21	10	2	Peptidase_C1B	271462			0	0	no rank	33154	Opisthokonta	4
206742	(214691, 5)	21	10	2	Peptidase_C1B	271462			0	0	no rank	33154	Opisthokonta	4
545873	(111919, 2)	291	115	15	CuRO_2_CuNIR,CuRO_D2_2dMcoN_like,Cupredoxin	271839			0	0	superkingdom	2	Bacteria	3
668696	(563014, 4)	520	205	85	AL_MDR,CAD1,CAD3,ETR,MDR,MDR3,MDR7,MDR9,MDR_TM0436_like,MDR_yhdh,MDR_yhfp_like,NADP_ADH,PFDH_like,PGDH,QOR2,TDH,Zn_ADH3,Zn_ADH7,Zn_ADH_like1,alcohol_DH_class_III,alcohol_DH_class_I_II_IV,arabinose_DH_like,benzyl_alcohol_DH,crotonyl_coA_red,double_bond_reductase_like,enoyl_red,glucose_DH,hydroxyacyl_CoA_DH,leukotriene_B4_DH_like,liver_alcohol_DH_like,p53_inducible_oxidoreductase,sorbitol_DH,sugar_DH,threonine_DH_like,zeta_crystallin	271786			0	0	no rank	131567	cellular organisms	2
526990	(317625, 10)	25	11	5	RNase_PH,RNase_PH_PNPase_1	271610	RNase_PH_PNPase_2		0	0	no rank	131567	cellular organisms	2
640379	(402655, 5)	161	43	18	RNase_PH,RNase_PH_MTR3,RNase_PH_PNPase_2,RNase_PH_RRP41,RNase_PH_RRP42,RNase_PH_RRP43,RNase_PH_RRP45,RNase_PH_RRP46,RNase_PH_archRRP41,RNase_PH_archRRP42,RNase_PH_bact	271610	RNase_PH,RNase_PH_MTR3,RNase_PH_PNPase_1,RNase_PH_RRP41,RNase_PH_RRP42,RNase_PH_RRP43,RNase_PH_RRP45,RNase_PH_RRP46,RNase_PH_archRRP41,RNase_PH_archRRP42		0	0	no rank	131567	cellular organisms	2
584448	(636053, 1)	10	5	2	RNRR2_Rv0233_like	271450			0	0	superkingdom	2	Bacteria	3
525900	(564209, 6)	8	4	1	ZnMc_adamalysin_II_like	271414			0	1	species	8729	Crotalus adamanteus	32
597652	(636102, 3)	25	13	5	HTH_ARSR,PRK03573,PRK11512	271879			0	0	superkingdom	2	Bacteria	3
449755	(321822, 1)	6	3	3	tRNA_int_endo_N	251525	tRNA_int_endo	263957	0	0	superkingdom	2157	Archaea	3
449761	(337408, 1)	6	3	3	tRNA_int_endo	263957	tRNA_int_endo_N	251525	0	0	superkingdom	2157	Archaea	3
570028	(105541, 4)	12	7	4	tRNA_int_endo	263957			0	0	superkingdom	2157	Archaea	3
570029	(28860, 5)	12	7	4	tRNA_int_endo	263957			0	0	superkingdom	2157	Archaea	3
570031	(321823, 6)	18	9	5	tRNA_int_endo	263957			0	0	superkingdom	2157	Archaea	3
449767	(105544, 3)	18	6	5	tRNA_int_endo	263957			0	0	superkingdom	2157	Archaea	3
541468	(674476, 2)	27	10	3	BetT,PRK03356	260506			0	0	superkingdom	2	Bacteria	3
541464	(318060, 2)	27	10	3	BetT,PRK03356	260506			0	0	superkingdom	2	Bacteria	3
644755	(121133, 1)	98	26	10	SAHH	271874			0	0	no rank	131567	cellular organisms	2
644762	(28060, 4)	100	29	11	SAHH	271874			0	0	no rank	131567	cellular organisms	2
644759	(145603, 2)	135	42	17	CoA_binding,HSD10-like_SDR_c,SAHH,SDR	271874			0	0	no rank	131567	cellular organisms	2
1667	(23646, 1)	4	1	1	Ig	271729			0	1	species	10116	Rattus norvegicus	31
1665	(23638, 3)	4	1	1	Ig	271729			0	1	species	10116	Rattus norvegicus	31
301228	(105695, 5)	43	28	5	Fib_alpha	149682	FReD	260182	0	0	no rank	7742	Vertebrata	11
1676	(23902, 1)	1	1	1	IlGF_like	261293			1	1	species	9606	Homo sapiens	32
1677	(23903, 1)	1	1	1	IlGF_like	261293			1	1	species	9606	Homo sapiens	32
426905	(422028, 1)	28	14	6	PPV_E2_C	249919			0	0	family	151340	Papillomaviridae	4
653706	(466428, 5)	448	97	33	Gp_dh_N	266804	Gp_dh_C	268288	0	0	no rank	131567	cellular organisms	2
653717	(385238, 3)	339	95	33	Gp_dh_C	268288	Gp_dh_N	266804	0	0	no rank	131567	cellular organisms	2
653698	(11372, 2)	109	39	14	Gp_dh_C	268288	Gp_dh_N	266804	0	0	no rank	131567	cellular organisms	2
653713	(355012, 10)	478	150	58	Gp_dh_C,Semialdhyde_dhC	268288			0	0	no rank	131567	cellular organisms	2
653721	(385272, 9)	336	91	32	Gp_dh_C	268288			0	0	no rank	131567	cellular organisms	2
525985	(37754, 1)	1	1	1	IlGF_like	261293	IlGF_insulin_like		1	1	species	32630	synthetic construct	4
525986	(37755, 1)	2	1	1	IlGF_insulin_like	261293	IlGF_like		0	1	species	32630	synthetic construct	4
525987	(37756, 1)	1	1	1	IlGF_like	261293	IlGF_insulin_like		1	1	species	32630	synthetic construct	4
525984	(37757, 1)	2	1	1	IlGF_insulin_like	261293	IlGF_like		0	1	species	32630	synthetic construct	4
525992	(37759, 1)	2	1	1	IlGF_insulin_like	261293	IlGF_like		0	1	species	32630	synthetic construct	4
525994	(37761, 1)	2	1	1	IlGF_insulin_like	261293	IlGF_like		0	1	species	32630	synthetic construct	4
525991	(37758, 1)	1	1	1	IlGF_like	261293	IlGF_insulin_like		1	1	species	32630	synthetic construct	4
